cl	scl	ord	fam	gen	sp	ref	newref	famlab	genlab	splab	cod	dispcat	disp	area	fruit	leng	diam	frfm	pdm	sdm	seeds	seedm	ry	kjg	kjfr	pcw	lip	pro	nsc	ash	fib
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	sp.3	38	49	MORACEAE	Ficus	sp.3	FSP3	Mixed		NTAmerica	Syconium	NA	NA	NA	0.26	0.02	122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	sp.371	39	3	MORACEAE	Ficus	sp.371	F371	Mixed		Australasia	Syconium	6	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	stricta	72	25	MORACEAE	Ficus	stricta	FSTR	Mixed		Australasia	Syconium	15.8	15.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	stupenda	72	25	MORACEAE	Ficus	stupenda	FSTU	Mixed		Australasia	Syconium	32.4	27.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	subcordata	72	25	MORACEAE	Ficus	subcorda	FSUB	Mixed		Australasia	Syconium	45.5	34.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	subulata	72	25	MORACEAE	Ficus	subulata	FSUB	Mixed		Australasia	Syconium	10.2	10.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	sumatrana	72	25	MORACEAE	Ficus	sumatran	FSUM	Mixed		Australasia	Syconium	5.7	7.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	sundaica1	72	25	MORACEAE	Ficus	sundaica	FSU1	Mixed		Australasia	Syconium	16.6	16.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	sundaica2a	72	25	MORACEAE	Ficus	sundaica	FSU2	Mixed		Australasia	Syconium	14.4	16.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	sundaica2b	72	25	MORACEAE	Ficus	sundaica	FSU3	Mixed		Australasia	Syconium	19.6	18.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	thonningii	61	8	MORACEAE	Ficus	thonning	FTHO	Mixed		Africa	Syconium	10	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	tonduzii	22	18	MORACEAE	Ficus	tonduzii	FTON	Mixed		NTAmerica	Syconium	NA	NA	NA	NA	NA	NA	NA	NA	15.32	NA	78	0.05	0.06	0.7	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	trichocarpa	72	25	MORACEAE	Ficus	trichoca	FTRI	Mixed		Australasia	Syconium	15.5	17.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	tuerckheimii	58	7	MORACEAE	Ficus	tuerckhe	FTUE	Mixed		NTAmerica	Syconium	NA	NA	NA	NA	NA	NA	NA	NA	6.03	NA	81.3	0.01	0.03	0.3	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	vallis-chondae2	31	42	MORACEAE	Ficus	vallis-c2	FVAL2	Mixed		Africa	Syconium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	velutina	58	7	MORACEAE	Ficus	velutina	FVEL	Mixed		NTAmerica	Syconium	NA	NA	NA	NA	NA	NA	NA	NA	3.6	NA	88.8	0.03	0.08	0.05	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	virens1	72	25	MORACEAE	Ficus	virens1	FVIR1	Mixed		Australasia	Syconium	7	7.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	virens2	43	4	MORACEAE	Ficus	virens2	FVIR2	Mixed		Australasia	Syconium	9	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	vogelii	10	15	MORACEAE	Ficus	vogelii	FVOG	Mixed		Africa	Syconium	NA	NA	5.21	0.61	0.18	400	0	11.9	18.29	11.16	84.8	0.03	0.05	0.84	0.08	0.22
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	yoponensis1	58	7	MORACEAE	Ficus	yoponens1	FYOP1	Mixed		NTAmerica	Syconium	NA	NA	NA	NA	NA	NA	NA	NA	7.74	NA	87	0.03	0.06	0.34	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Ficus	yoponensis2	42	30	MORACEAE	Ficus	yoponens1	FYOP2	Mixed		NTAmerica	Syconium	NA	NA	NA	NA	NA	NA	NA	NA	18.54	NA	NA	NA	NA	NA	0.08	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Myrianthus	arboreus	75	35	MORACEAE	Myrianth	arboreus	MYAR	Mixed		Africa	Syconium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	83.5	0.01	0.04	0.09	NA	0.27
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Perebea	guianensis	71	9	MORACEAE	Perebea	guianens	PGUI	Mixed		NTAmerica	Berry2	15	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Perebea	xanthochyra	22	18	MORACEAE	Perebea	xanthoch	PXAN	Mixed		NTAmerica	Berry2	NA	NA	NA	NA	NA	NA	NA	NA	17.08	NA	83	0.02	0.11	0.79	NA	NA
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Poulsenia	armata	34	11	MORACEAE	Poulseni	armata	PARM	Mammals		NTAmerica	Berry2	NA	NA	NA	NA	NA	NA	NA	NA	16.03	NA	NA	0.16	0.08	0.56	0.12	0.12
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Pseudolmedia	oxyphyllaria	34	11	MORACEAE	Pseudolm	oxyphyll	POXY	Mixed		NTAmerica	Berry2	NA	NA	NA	NA	NA	NA	NA	NA	14.11	NA	NA	0.05	0.08	0.74	0.03	0.1
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Treculia	africana	75	35	MORACEAE	Treculia	africana	TAFR	Mixed		Africa	Syconium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	84.8	0.02	0.05	0.2	NA	0.33
Magnoliopsida	Hamamelidae	Urticales	MORACEAE	Trymatococcus	oligandrus	71	9	MORACEAE	Trymatoc	oligandr	TOLI	Mixed		NTAmerica	Drupe2	13	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Liliopsida	Zingiberidae	Zingiberales	MUSACEAE	Ensete	ventricosum	61	8	MUSACEAE	Ensete	ventrico	EVEN	Mammals		Africa	Berry2	100	40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Liliopsida	Zingiberidae	Zingiberales	MUSACEAE	Musa	sp.	3	46	MUSACEAE	Musa	sp.	MSP	Mixed		NTAmerica	Berry2	NA	NA	NA	NA	NA	NA	NA	NA	16.91	NA	70.4	0.02	0.04	0.91	0.03	NA
Magnoliopsida	Hamamelidae	Myricales	MYRICACEAE	Myrica	salicifolia	61	8	MUSACEAE	Myrica	salicifo	MSAL	Mixed		Africa	Drupe1	5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Magnoliidae	Magnoliales	MYRISTICACEAE	Coelocaryon	preusii	40	41	MYRICACE	Coelocar	preusii	CPRE	Mixed		Africa	Aril	NA	NA	NA	NA	NA	NA	NA	NA	22.26	NA	36	0.24	0.08	0.68	0	NA
Magnoliopsida	Magnoliidae	Magnoliales	MYRISTICACEAE	Iryanthera	sagotiana	71	9	MYRISTIC	Iryanthe	sagotian	ISAG	Birds		NTAmerica	Aril	22	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Magnoliidae	Magnoliales	MYRISTICACEAE	Myristica	muelleri	43	4	MYRISTIC	Myristic	muelleri	MMUE	Birds		Australasia	Aril	23.6	14.6	2.95	0.71	NA	NA	NA	23.9	NA	NA	25.3	0.33	0.05	NA	NA	NA
Magnoliopsida	Magnoliidae	Magnoliales	MYRISTICACEAE	Myristica	subalulata	39	3	MYRISTIC	Myristic	subalula	MSUB	Birds		Australasia	Aril	11	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Magnoliidae	Magnoliales	MYRISTICACEAE	Pycnanthus	angolensis1	75	35	MYRISTIC	Pycnanth	angolens	PANG	Birds		Africa	Aril	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47.6	0.26	NA	NA	NA	NA
Magnoliopsida	Magnoliidae	Magnoliales	MYRISTICACEAE	Pycnanthus	angolensis2	40	41	MYRISTIC	Pycnanth	angolens	PANG	Mixed		Africa	Aril	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43	NA	0.07	NA	0.01	NA
Magnoliopsida	Magnoliidae	Magnoliales	MYRISTICACEAE	Staudtia	gabonensis	75	35	MYRISTIC	Staudtia	gabonens	SGAB	Birds		Africa	Aril	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.7	0.07	0.06	0.27	NA	0.05
Magnoliopsida	Magnoliidae	Magnoliales	MYRISTICACEAE	Virola	michelii	71	9	MYRISTIC	Virola	michelii	VMIC	Birds		NTAmerica	Aril	23	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Magnoliidae	Magnoliales	MYRISTICACEAE	Virola	surinamensis	9	20	MYRISTIC	Virola	suriname	VSUR	Birds		NTAmerica	Aril	18.8	15.2	4.79	0.8	2	1	2	16.7	33.86	27.1	41.5	0.63	0.03	0.09	0.01	NA
Magnoliopsida	Magnoliidae	Magnoliales	MYRISTICACEAE	Virola	sebifera	8	19	MYRISTIC	Virola	sebifera	VSEB	Mixed		NTAmerica	Aril	14	10	NA	0.12	0.36	1	0.69	13	28.84	3.37	47.8	0.54	0.07	0.08	0.03	NA
Magnoliopsida	Dilleniidae	Primulales	MYRSINACEAE	Ardisia	palmana	25	45	MYRISTIC	Ardisia	palmana	APAL	Birds		NTAmerica	Drupe1	NA	13	0.1	0.02	0.01	1	NA	9.1	6.28	0.12	88	0.03	0.01	0.31	NA	NA
Magnoliopsida	Dilleniidae	Primulales	MYRSINACEAE	Ardisia	revoluta1	6	12	MYRSINAC	Ardisia	revoluta	AREV	Birds		NTAmerica	Drupe1	NA	NA	0.35	0.04	0.05	1	0.05	10.1	18.63	0.61	86.2	0.03	0.1	0.73	0.08	NA
Magnoliopsida	Dilleniidae	Primulales	MYRSINACEAE	Ardisia	revoluta2	38	49	MYRSINAC	Ardisia	revoluta	AREV	Birds		NTAmerica	Drupe1	NA	8.9	NA	0.05	0.04	1	NA	14.7	17.5	0.86	75	0.07	0.03	0.85	0.05	NA
Magnoliopsida	Dilleniidae	Primulales	MYRSINACEAE	Embelia	sp.1	43	4	MYRSINAC	Embelia	sp.1	ESP1	Birds		Australasia	Aril	4.7	4.7	0.07	0.01	NA	NA	NA	14	NA	NA	80.6	0.12	0.03	NA	NA	NA
Magnoliopsida	Dilleniidae	Primulales	MYRSINACEAE	Maesa	lanceolata	61	8	MYRSINAC	Maesa	lanceola	MLAN	Mixed		Africa	Berry1	6	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Dilleniidae	Primulales	MYRSINACEAE	Rapanea	melanophloeos	61	8	MYRSINAC	Rapanea	melanoph	RMEL	Mixed		Africa	Drupe1	6	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Myrtales	MYRTACEAE	Eugenia	acapulcensis	58	7	MYRSINAC	Eugenia	acapulce	EACA	Birds		NTAmerica	Berry2	NA	NA	NA	NA	NA	NA	NA	NA	7.53	NA	75.8	0.03	0.05	0.33	NA	NA
Magnoliopsida	Rosidae	Myrtales	MYRTACEAE	Eugenia	aff.smithii	43	4	MYRTACEA	Eugenia	aff.smit	ESMI	Birds		Australasia	Berry2	14.7	14.7	1.34	0.08	NA	NA	NA	6.2	NA	NA	91.1	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Myrtales	MYRTACEAE	Eugenia	capensis	61	8	MYRTACEA	Eugenia	capensis	ECAP	Birds		Africa	Berry1	30	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Myrtales	MYRTACEAE	Eugenia	jambos	3	46	MYRTACEA	Eugenia	jambos	EJAM	Birds		NTAmerica	Berry2	NA	NA	NA	NA	NA	NA	NA	NA	16.99	NA	84.5	0.02	0.04	0.92	0.03	NA
Magnoliopsida	Rosidae	Myrtales	MYRTACEAE	Eugenia	johnsonii	43	4	MYRTACEA	Eugenia	johnsoni	EJOH	Birds		Australasia	Berry2	15.9	12.5	1.13	0.06	NA	NA	NA	5.3	NA	NA	92.7	NA	0.05	NA	NA	NA
Magnoliopsida	Rosidae	Myrtales	MYRTACEAE	Eugenia	nesiotica	3	46	MYRTACEA	Eugenia	nesiotic	ENES	Birds		NTAmerica	Berry2	NA	NA	4.2	0.38	1.37	NA	NA	9	16.91	6.41	82.1	0.02	0.06	0.9	0.03	NA
Magnoliopsida	Rosidae	Myrtales	MYRTACEAE	Eugenia	sp.b	25	45	MYRTACEA	Eugenia	sp.b	ESPB	Birds		NTAmerica	Berry2	NA	17	4.82	0.5	0.46	NA	NA	10.4	5.02	2.51	80	0.02	0.01	0.18	NA	NA
Magnoliopsida	Rosidae	Myrtales	MYRTACEAE	Eugenia	uniflora	3	46	MYRTACEA	Eugenia	uniflora	EUNI	Birds		NTAmerica	Berry2	NA	NA	NA	NA	NA	NA	NA	NA	17.04	NA	85.8	0.03	0.06	0.88	0.04	NA
Magnoliopsida	Rosidae	Myrtales	MYRTACEAE	Myrcia	fallax	67	24	MYRTACEA	Myrcia	fallax	MFAL	Birds		NTAmerica	Berry2	NA	5.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01	NA	NA	NA
Magnoliopsida	Rosidae	Myrtales	MYRTACEAE	Myrtus	communis	0	17	MYRTACEA	Myrtus	communis	MCOM	Birds		MEurope	Berry2	11.5	8.5	0.39	0.07	0.04	7.5	0.01	17.3	17.75	1.2	72.4	0.02	0.04	0.7	0.05	0.27
Magnoliopsida	Rosidae	Myrtales	MYRTACEAE	Psidium	IF-6	75	35	MYRTACEA	Psidium	IF-6	PSI6	Mixed		Africa	Berry2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	75	0.06	0.05	0.27	NA	0.25
Magnoliopsida	Rosidae	Myrtales	MYRTACEAE	Psidium	guajava2	58	7	MYRTACEA	Psidium	guajava2	PGUA2	Mixed		NTAmerica	Berry2	NA	NA	NA	NA	NA	NA	NA	NA	6.61	NA	85	0	0.02	0.36	NA	NA
Magnoliopsida	Rosidae	Myrtales	MYRTACEAE	Psidium	guajava1	3	46	MYRTACEA	Psidium	guajava1	PGUA1	Mixed		NTAmerica	Berry2	NA	NA	NA	NA	NA	NA	NA	NA	17.12	NA	83	0.04	0.05	0.88	0.04	NA
Magnoliopsida	Rosidae	Myrtales	MYRTACEAE	Syzygium	sp.	39	3	MYRTACEA	Syzygium	sp.	SYSP	Birds		Australasia	Drupe1	10	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Myrtales	MYRTACEAE	Syzygium	afromontanum	30	8	MYRTACEA	Syzygium	afromont	SAFR	Mixed		Africa	Drupe1	NA	NA	NA	NA	NA	NA	NA	NA	15.02	NA	NA	0.02	0.05	0.79	0.03	NA
Magnoliopsida	Rosidae	Myrtales	MYRTACEAE	Syzygium	cordatum2	61	8	MYRTACEA	Syzygium	cordatum2	SCOR2	Mixed		Africa	Berry1	14	12	NA	NA	NA	NA	NA	NA	14.4	NA	86	0.01	0.04	0.78	0.06	NA
Magnoliopsida	Rosidae	Myrtales	MYRTACEAE	Syzygium	cordatum1	36	43	MYRTACEA	Syzygium	cordatum1	SCOR1	Mixed		Africa	Berry2	NA	NA	NA	NA	NA	NA	NA	NA	15.03	NA	NA	0.01	0.05	0.83	0.05	0.06
Magnoliopsida	Rosidae	Myrtales	MYRTACEAE	Syzygium	guineense2	36	43	MYRTACEA	Syzygium	guineens2	SGUI2	Mixed		Africa	Drupe1	12	11	1.09	NA	NA	1	NA	NA	15.95	NA	NA	0.03	0.04	0.85	0.02	0.07
Magnoliopsida	Rosidae	Myrtales	MYRTACEAE	Syzygium	guineense1	61	8	MYRTACEA	Syzygium	guineens1	SGUI1	Mixed		Africa	Berry1	25	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Myrtales	MYRTACEAE	Syzygium	kuranda	43	4	MYRTACEA	Syzygium	kuranda	SKUR	Mixed		Australasia	Drupe1	36.4	29.5	18.1	3.63	NA	NA	NA	20.1	NA	NA	65.3	0	0.03	NA	NA	NA
Magnoliopsida	Rosidae	Myrtales	MYRTACEAE	Syzygium	sp.nov	43	4	MYRTACEA	Syzygium	sp.nov	SSPN	Mixed		Australasia	Drupe1	32.4	27.2	13.6	1.09	NA	NA	NA	8	NA	NA	90.4	0.07	0.05	NA	NA	NA
Magnoliopsida	Rosidae	Myrtales	MYRTACEAE	Ugni	montana	38	49	MYRTACEA	Ugni	montana	UMON	Birds		NTAmerica	Berry2	8.8	9.2	0.34	0.04	0.04	55	0	10.6	NA	NA	78	NA	NA	NA	NA	NA
Magnoliopsida	Dilleniidae	Theales	OCHNACEAE	Ochna	sp.1	36	43	MYRTACEA	Ochna	sp.1	OCHN	Birds		Africa	Drupe1	NA	NA	NA	NA	NA	NA	NA	NA	14.9	NA	NA	0.09	0.14	0.55	0.02	0.18
Magnoliopsida	Dilleniidae	Theales	OCHNACEAE	Ochna	stolzii	61	8	OCHNACEA	Ochna	stolzii	OSTO	Birds		Africa	Drupe1	8	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Dilleniidae	Theales	OCHNACEAE	Ochna	holstii	61	8	OCHNACEA	Ochna	holstii	OHOL	Mixed		Africa	Drupe1	12	6.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Dilleniidae	Theales	OCHNACEAE	Ouratea	lucens2	38	49	OCHNACEA	Ouratea	lucens2	OLUC2	Birds		NTAmerica	Drupe1	9.6	6.8	NA	0.01	0.13	1	0.13	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Dilleniidae	Theales	OCHNACEAE	Ouratea	lucens1	3	46	OCHNACEA	Ouratea	lucens1	OLUC1	Birds		NTAmerica	Drupe1	NA	NA	0.16	0.01	0.06	NA	NA	8.8	18.92	0.26	57	0.11	0.05	0.81	0.03	NA
Magnoliopsida	Rosidae	Santalales	OLACACEAE	Heisteria	concinna	3	46	OCHNACEA	Heisteri	concinna	HCON	Birds		NTAmerica	Drupe1	NA	NA	NA	NA	NA	NA	NA	NA	22.27	NA	67.5	0.18	0.18	0.65	NA	NA
Magnoliopsida	Rosidae	Santalales	OLACACEAE	Heisteria	costaricensis	3	46	OLACACEA	Heisteri	costaric	HCOS	Birds		NTAmerica	Drupe1	NA	NA	0.19	0.02	0.1	NA	NA	8.4	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Santalales	OLACACEAE	Heisteria	parvifolia	40	41	OLACACEA	Heisteri	parvifol	HPAR	Mixed		Africa	Drupe1	NA	NA	NA	NA	NA	NA	NA	NA	19.16	NA	70	0.11	0.05	0.84	0.01	NA
Magnoliopsida	Rosidae	Santalales	OLACACEAE	Ongokea	gore	75	35	OLACACEA	Ongokea	gore	OGOR	Mixed		Africa	Drupe1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	70.2	0.03	0.08	0.59	NA	0.11
Magnoliopsida	Rosidae	Santalales	OLACACEAE	Ximenia	americana	36	43	OLACACEA	Ximenia	american	XAME	Mixed		Africa	Drupe1	NA	NA	NA	NA	NA	NA	NA	NA	15.66	NA	NA	0.06	0.21	0.58	0.06	0.09
Magnoliopsida	Asteridae	Scrophulariales	OLEACEAE	Chionanthus	battiscombei	61	8	OLACACEA	Chionant	battisco	CBAT	Birds		Africa	Drupe1	26.5	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Asteridae	Scrophulariales	OLEACEAE	Chionanthus	peglerae	36	43	OLEACEAE	Chionant	peglerae	CPEG	Mixed		Africa	Drupe1	NA	NA	NA	NA	NA	NA	NA	NA	13.14	NA	NA	0.02	0.05	0.69	0.03	NA
Magnoliopsida	Asteridae	Scrophulariales	OLEACEAE	Chionanthus	ramifolia	43	4	OLEACEAE	Chionant	ramifoli	CRAM	Mixed		Australasia	Drupe1	15.6	10.9	2.76	0.54	NA	NA	NA	19.5	NA	NA	73.5	0.02	0.04	NA	NA	NA
Magnoliopsida	Asteridae	Scrophulariales	OLEACEAE	Jasminum	abyssinicum	61	8	OLEACEAE	Jasminum	abyssini	JABY	Birds		Africa	Drupe1	14	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Asteridae	Scrophulariales	OLEACEAE	Jasminum	fruticans	0	17	OLEACEAE	Jasminum	frutican	JFRU	Birds		MEurope	Drupe1	7.3	6.9	0.24	0.04	0.03	1.2	0.03	16.5	18.08	0.71	69.9	0.07	0.05	0.54	0.04	0.31
Magnoliopsida	Asteridae	Scrophulariales	OLEACEAE	Ligustrum	sinense	63	28	OLEACEAE	Ligustru	sinense	LSIN	Birds		NAmerica	Drupe1	NA	6.2	NA	NA	NA	NA	NA	NA	19.04	NA	NA	NA	0.05	NA	NA	NA
Magnoliopsida	Asteridae	Scrophulariales	OLEACEAE	Ligustrum	vulgare	0	17	OLEACEAE	Ligustru	vulgare	LVUL	Birds		MEurope	Drupe1	7.1	6.1	0.16	0.02	0.02	1.1	0.02	11	17.08	0.31	74	0.03	0.06	0.74	0.05	0.14
Magnoliopsida	Asteridae	Scrophulariales	OLEACEAE	Notolaea	ligustrina	70	14	OLEACEAE	Notolaea	ligustri	NLIG	Birds		Australasia	Drupe1	NA	NA	0.76	0.12	0.1	1.1	0.09	16.3	12.41	1.54	78.7	0.15	0.02	0.37	NA	NA
Magnoliopsida	Asteridae	Scrophulariales	OLEACEAE	Olea	capensis1	36	43	OLEACEAE	Olea	capensis1	OCAP1	Birds		Africa	Drupe1	15.5	13.9	0.87	NA	NA	NA	NA	NA	14.4	NA	NA	0.01	0.04	0.8	0.04	0.12
Magnoliopsida	Asteridae	Scrophulariales	OLEACEAE	Olea	europaea	0	17	OLEACEAE	Olea	europaea	OEUR	Birds		MEurope	Drupe1	11.8	8.8	0.62	0.09	0.22	1	0.22	14.6	26.37	2.38	49.7	0.42	0.08	0.33	0.02	0.16
Magnoliopsida	Asteridae	Scrophulariales	OLEACEAE	Olea	africana	61	8	OLEACEAE	Olea	africana	OAFR	Mixed		Africa	Drupe1	12	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Asteridae	Scrophulariales	OLEACEAE	Olea	capensis2	61	8	OLEACEAE	Olea	capensis2	OCAP2	Mixed		Africa	Drupe1	20	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Asteridae	Scrophulariales	OLEACEAE	Phillyrea	angustifolia	0	17	OLEACEAE	Phillyre	angustif	PANG	Birds		MEurope	Drupe1	5.2	5.2	0.08	0.01	0.03	1	0.03	16.1	17.2	0.22	47.8	0.02	0.03	0.88	0.01	0.06
Magnoliopsida	Asteridae	Scrophulariales	OLEACEAE	Phillyrea	latifolia	0	17	OLEACEAE	Phillyre	latifoli	PLAT	Birds		MEurope	Drupe1	7.1	7.5	0.26	0.04	0.05	1	0.05	16	17.12	0.71	63	0.03	0.02	0.87	0.02	0.06
Magnoliopsida	Rosidae	Myrtales	OLINIACEAE	Olinia	rochetiana	61	8	OLEACEAE	Olinia	rochetia	OROC	Mixed		Africa	Drupe1	6.5	6.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Myrtales	ONAGRACEAE	Fuchsia	arborescens	38	49	OLINIACE	Fuchsia	arboresc	FARB	Birds		NTAmerica	Berry2	5.4	4.3	0.06	0.01	0.01	86	0	7.9	NA	NA	94.5	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Myrtales	ONAGRACEAE	Fuchsia	microphylla	38	49	ONAGRACE	Fuchsia	microphy	FMIC	Birds		NTAmerica	Berry2	6.3	6.2	0.15	0.01	0.01	9.4	0	8.5	NA	NA	83.1	NA	NA	NA	NA	NA
Magnoliopsida	Dilleniidae	Dilleniales	PAEONIACEAE	Paeonia	broteroi	0	17	ONAGRACE	Paeonia	broteroi	PBRO	Birds		MEurope	Drupe1	9.3	6.9	0.26	0.01	0.14	1	0.14	3.1	NA	NA	44.2	NA	NA	NA	NA	NA
Liliopsida	Arecidae	Arecales	PALMAE	Archontophoenix	alexandrae	43	4	PAEONIAC	Archonto	alexandr	AALE	Mammals		Australasia	Drupe1	12.5	11.5	0.94	0.06	NA	NA	NA	6.8	NA	NA	80.6	0.03	0.07	NA	NA	NA
Liliopsida	Arecidae	Arecales	PALMAE	Astrocaryum	standleyanum	22	18	PALMAE	Astrocar	standley	ASTA	Mammals		NTAmerica	Drupe1	NA	NA	NA	NA	NA	NA	NA	NA	17.58	NA	77	0.01	0.03	0.96	NA	NA
Liliopsida	Arecidae	Arecales	PALMAE	Astrocaryum	vulgare	60	2	PALMAE	Astrocar	vulgare	AVUL	Mammals		NTAmerica	Drupe1	45	35	NA	NA	NA	NA	NA	NA	21.64	NA	43.5	0.44	0.01	0.25	NA	NA
Liliopsida	Arecidae	Arecales	PALMAE	Astrocaryum	munbaca	71	9	PALMAE	Astrocar	munbaca	AMUN	Mixed		NTAmerica	Drupe1	25	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Liliopsida	Arecidae	Arecales	PALMAE	Attalea	regia	60	2	PALMAE	Attalea	regia	AREG	Mammals		NTAmerica	Drupe1	60	30	NA	NA	NA	NA	NA	NA	14.36	NA	75.8	0.3	0.01	0.13	NA	NA
