cl	scl	ord	fam	gen	sp	ref	newref	famlab	genlab	splab	cod	dispcat	disp	area	fruit	leng	diam	frfm	pdm	sdm	seeds	seedm	ry	kjg	kjfr	pcw	lip	pro	nsc	ash	fib
Magnoliopsida	Dilleniidae	Ebenales	EBENACEAE	Euclea	divinorum	61	8	EBENACEA	Euclea	divinoru	EDIV	Mixed		Africa	Drupe2	8.5	8.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Dilleniidae	Ebenales	EBENACEAE	Euclea	natalensis1	36	43	EBENACEA	Euclea	natalens	ENAT	Mixed		Africa	Drupe1	NA	NA	NA	NA	NA	NA	NA	NA	15.86	NA	NA	0.01	0.02	0.91	0.04	0.02
Magnoliopsida	Dilleniidae	Ebenales	EBENACEAE	Euclea	natalensis2	10	15	EBENACEA	Euclea	natalens	ENAT	Mixed		Africa	Drupe1	NA	NA	0.91	0.2	0.07	1	0.07	22.1	17.45	3.52	70.3	0.01	0.02	0.93	0.04	0.02
Magnoliopsida	Rosidae	Proteales	ELAEAGNACEAE	Hippophae	rhamnoides	0	17	ELAEAGNA	Hippopha	rhamnoid	HRHA	Birds		NEurope	Drupe2	5.8	5	0.07	0.01	0.01	1	0.01	16.1	12.81	0.15	69	0.02	0.06	0.53	0.02	0.12
Magnoliopsida	Dilleniidae	Malvales	ELAEOCARPACEAE	Aceratium	megalospermum	43	4	ELAEOCAR	Aceratiu	megalosp	AMEG	Mammals		Australasia	Drupe2	16.1	14.2	1.76	0.17	NA	NA	NA	9.6	NA	NA	87.7	NA	0.04	NA	NA	NA
Magnoliopsida	Dilleniidae	Malvales	ELAEOCARPACEAE	Elaeocarpus	amhemicus	43	4	ELAEOCAR	Elaeocar	amhemicu	EAMH	Mixed		Australasia	Drupe2	9	7.5	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Dilleniidae	Malvales	ELAEOCARPACEAE	Elaeocarpus	dentatus	33	47	ELAEOCAR	Elaeocar	dentatus	EDEN	Mixed		Australasia	Drupe2	NA	NA	1.05	0.26	0.2	NA	NA	24.8	17.91	4.66	56	0.02	0.03	0.7	0.03	0.22
Magnoliopsida	Dilleniidae	Malvales	ELAEOCARPACEAE	Elaeocarpus	grahamii	43	4	ELAEOCAR	Elaeocar	grahamii	EGRA	Mixed		Australasia	Drupe2	8	7.4	0.3	0.08	NA	NA	NA	27.5	NA	NA	63.6	0.6	0.06	NA	NA	NA
Magnoliopsida	Dilleniidae	Malvales	ELAEOCARPACEAE	Elaeocarpus	grandis	43	4	ELAEOCAR	Elaeocar	grandis	EGRD	Mixed		Australasia	Drupe2	19.2	18.5	6.5	1.78	NA	NA	NA	27.3	NA	NA	56.9	0.05	0.04	NA	NA	NA
Magnoliopsida	Dilleniidae	Malvales	ELAEOCARPACEAE	Elaeocarpus	largifloreus	43	4	ELAEOCAR	Elaeocar	largiflo	ELAR	Mixed		Australasia	Drupe2	17.2	12.5	1.3	0.37	NA	NA	NA	28.1	NA	NA	51.4	0.04	0.04	NA	NA	NA
Magnoliopsida	Dilleniidae	Malvales	ELAEOCARPACEAE	Muntingia	calabura	38	49	ELAEOCAR	Muntingi	calabura	MCAL	Mixed		NTAmerica	Berry2	11.7	12.7	1.25	0.29	0.13	3714	0	23.3	NA	NA	66	NA	NA	NA	NA	NA
Magnoliopsida	Dilleniidae	Malvales	ELAEOCARPACEAE	Sloanea	cf.Aberrans	39	3	ELAEOCAR	Sloanea	cf.Aberr	SABE	Birds		Australasia	Drupe1	12	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Dilleniidae	Malvales	ELAEOCARPACEAE	Sloanea	cf.Sogerensis	39	3	ELAEOCAR	Sloanea	cf.Soger	SSOG	Birds		Australasia	Drupe1	16	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Dilleniidae	Malvales	ELAEOCARPACEAE	Sloanea	laurifolia	67	24	ELAEOCAR	Sloanea	laurifol	SLAU	Birds		NTAmerica	Berry2	NA	18.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02	NA	NA	NA
Magnoliopsida	Dilleniidae	Ericales	EMPETRACEAE	Corema	album	0	17	EMPETRAC	Corema	album	CALB	Mixed		MEurope	Berry2	6.2	6.6	0.16	0.01	0.03	3	0.01	6.6	17.5	0.18	74.6	0.06	0.02	0.77	0.04	0.11
Magnoliopsida	Dilleniidae	Ericales	EMPETRACEAE	Empetrum	nigrum	74	10	EMPETRAC	Empetrum	nigrum	ENIG	Birds		NEurope	Berry2	NA	7.8	0.14	0.02	NA	7.8	NA	12.9	7.72	NA	86.5	0.12	0.02	0.14	NA	0.01
Magnoliopsida	Dilleniidae	Ericales	ERICACEAE	Arbutus	unedo	0	17	ERICACEA	Arbutus	unedo	AUNE	Mixed		MEurope	Berry2	14.9	17.1	3.23	1.07	0.05	12.9	0	33.2	17.75	19.03	65.2	0.03	0.04	0.67	0.01	0.28
Magnoliopsida	Dilleniidae	Ericales	ERICACEAE	Arctostaphylos	uva-ursi	0	17	ERICACEA	Arctosta	uva-ursi	AUVA	Mixed		NEurope	Berry2	7.6	8.6	0.24	0.06	0.06	5	0.01	21.1	17.71	1.02	60	0.06	0.03	0.63	0.03	0.26
Magnoliopsida	Dilleniidae	Ericales	ERICACEAE	Cavendishia	smithii	38	49	ERICACEA	Cavendis	smithii	CSMI	Birds		NTAmerica	Berry2	5.5	8.2	0.23	0.02	0.02	210.5	0	8.4	17.12	0.33	83.8	0.05	0.03	0.87	0.05	NA
Magnoliopsida	Dilleniidae	Ericales	ERICACEAE	Gaultheria	appressa	70	14	ERICACEA	Gaulther	appressa	GAPP	Birds		Australasia	Berry2	NA	NA	0.31	0.03	0.02	330.4	0	9.7	5.16	0.15	88.4	0.02	0.02	0.25	NA	NA
Magnoliopsida	Dilleniidae	Ericales	ERICACEAE	Macleania	glabra	38	49	ERICACEA	Macleani	glabra	MGLA	Birds		NTAmerica	Berry2	13.7	14.7	1.93	0.3	0.04	83.3	0	15.3	NA	NA	82.4	NA	NA	NA	NA	NA
Magnoliopsida	Dilleniidae	Ericales	ERICACEAE	Pernettya	coriacea	38	49	ERICACEA	Pernetty	coriacea	PCOR	Birds		NTAmerica	Berry2	8.5	8.8	0.31	0.04	0.01	164	0	12.8	NA	NA	84.7	NA	NA	NA	NA	NA
Magnoliopsida	Dilleniidae	Ericales	ERICACEAE	Vaccinium	consanguineum	38	49	ERICACEA	Vacciniu	consangu	VCON	Mixed		NTAmerica	Berry2	8.4	8.4	0.28	0.06	0.01	78	0	19.7	17.66	0.98	77.7	0.05	0.04	0.89	0.02	NA
Magnoliopsida	Dilleniidae	Ericales	ERICACEAE	Vaccinium	macrocarpa	3	46	ERICACEA	Vacciniu	macrocar	VMAC	Mixed		NAmerica	Berry2	NA	NA	NA	NA	NA	NA	NA	NA	17.91	NA	87.9	0.06	0.03	0.89	0.02	NA
Magnoliopsida	Dilleniidae	Ericales	ERICACEAE	Vaccinium	myrtillus	0	17	ERICACEA	Vacciniu	myrtillu	VMYR	Mixed		NEurope	Berry2	6.4	6.7	0.19	0.03	0.01	50	0	15.3	NA	NA	78.5	NA	NA	NA	NA	NA
Magnoliopsida	Dilleniidae	Ericales	ERICACEAE	Vaccinium	oxycoccos	74	10	ERICACEA	Vacciniu	oxycocco	VOXY	Mixed		NEurope	Berry2	NA	8.4	0.32	0.04	NA	7	NA	13.5	1.7	NA	86.4	0.02	0.02	0.04	NA	0.02
Magnoliopsida	Dilleniidae	Ericales	ERICACEAE	Vaccinium	sp.1	3	46	ERICACEA	Vacciniu	sp.1	VSP1	Mixed		NAmerica	Berry2	NA	NA	NA	NA	NA	NA	NA	NA	17.33	NA	83.2	0.03	0.04	0.91	0.02	NA
Magnoliopsida	Dilleniidae	Ericales	ERICACEAE	Vaccinium	uliginosum	0	17	ERICACEA	Vacciniu	uliginos	VULI	Mixed		NEurope	Berry2	7.3	6.7	0.18	0.02	0.01	22.4	0	12.2	NA	NA	82.7	NA	NA	NA	NA	NA
Magnoliopsida	Dilleniidae	Ericales	ERICACEAE	Vaccinium	vitis-idaea	74	10	ERICACEA	Vacciniu	vitis-id	VVIT	Mixed		NEurope	Berry2	NA	7.7	0.25	0.04	NA	11.2	NA	14.9	3.5	NA	84.9	0.02	0.02	0.15	NA	0.07
Magnoliopsida	Rosidae	Euphorbiales	EUPHORBIACEAE	Antidesma	venosum	36	43	EUPHORBI	Antidesm	venosum	AVEN	Mammals		Africa	Berry2	NA	NA	NA	NA	NA	NA	NA	NA	11.89	NA	NA	0.02	0.06	0.6	0.18	0.14
Magnoliopsida	Rosidae	Euphorbiales	EUPHORBIACEAE	Aporusa	cf.Nigro-punctata	39	3	EUPHORBI	Aporusa	cf.Nigro	ANIG	Birds		Australasia	Drupe2	9	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Euphorbiales	EUPHORBIACEAE	Breynia	stipitata	43	4	EUPHORBI	Breynia	stipitat	BSTI	Birds		Australasia	Berry2	6.2	7.5	0.2	0.02	NA	NA	NA	11.4	NA	NA	84	0.44	0.03	NA	NA	NA
Magnoliopsida	Rosidae	Euphorbiales	EUPHORBIACEAE	Bridelia	micrantha1	10	15	EUPHORBI	Bridelia	micrant1	BMIC1	Birds		Africa	Drupe1	NA	NA	0.21	0.02	0.01	1	0.01	10.9	17.66	0.41	84.2	0.01	0.05	0.92	0.02	0.1
Magnoliopsida	Rosidae	Euphorbiales	EUPHORBIACEAE	Bridelia	bridelliiflora	61	8	EUPHORBI	Bridelia	bridelli	BBRI	Mixed		Africa	Drupe1	10	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Euphorbiales	EUPHORBIACEAE	Bridelia	micrantha2	61	8	EUPHORBI	Bridelia	micrant2	BMIC2	Mixed		Africa	Drupe1	9	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Euphorbiales	EUPHORBIACEAE	Clutia	abyssinica	61	8	EUPHORBI	Clutia	abyssini	CABY	Birds		Africa	Other	6	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Euphorbiales	EUPHORBIACEAE	Croton	macrostachys	61	8	EUPHORBI	Croton	sylvatic	CSYL	Birds		Africa	Other	10	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Euphorbiales	EUPHORBIACEAE	Croton	sylvaticus	30	8	EUPHORBI	Croton	macrosta	CMAC	Mixed		Africa	Other	NA	NA	NA	NA	NA	NA	NA	NA	11.52	NA	NA	0.02	0.08	0.55	0.08	NA
Magnoliopsida	Rosidae	Euphorbiales	EUPHORBIACEAE	Drypetes	gerrardii	61	8	EUPHORBI	Drypetes	gerrardi	DGER	Mixed		Africa	Drupe1	18	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Euphorbiales	EUPHORBIACEAE	Endospermum	medullosum	39	3	EUPHORBI	Endosper	medullos	EMED	Birds		Australasia	Drupe1	6	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Euphorbiales	EUPHORBIACEAE	Erythroccoca	hirta	61	8	EUPHORBI	Erythroc	hirta	EHIR	Birds		Africa	Aril	6	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Euphorbiales	EUPHORBIACEAE	Glochidion	ferdinandi	43	4	EUPHORBI	Glochidi	ferdinan	GFER	Birds		Australasia	Berry2	2.5	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Euphorbiales	EUPHORBIACEAE	Glochidion	sp.	39	3	EUPHORBI	Glochidi	sp.	GSP.	Birds		Australasia	Drupe2	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Euphorbiales	EUPHORBIACEAE	Homalanthus	novoguineensis	39	3	EUPHORBI	Homalant	novoguin	HNOV	Birds		Australasia	Drupe2	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Euphorbiales	EUPHORBIACEAE	Homalanthus	populifolius	43	4	EUPHORBI	Homalant	populifo	HPOP	Mixed		Australasia	Berry2	7.8	8.7	0.3	0.05	NA	NA	NA	14.9	NA	NA	85.1	NA	0.09	NA	NA	NA
Magnoliopsida	Rosidae	Euphorbiales	EUPHORBIACEAE	Macaranga	capensis	61	8	EUPHORBI	Macarang	capensis	MCAP	Mixed		Africa	Other	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Euphorbiales	EUPHORBIACEAE	Macaranga	kilimandscharica	61	8	EUPHORBI	Macarang	kilimand	MKIL	Mixed		Africa	Other	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Euphorbiales	EUPHORBIACEAE	Neoboutonia	macrocalyx1	30	8	EUPHORBI	Neobouto	macroca1	NMAC1	Mixed		Africa	Other	NA	NA	NA	NA	NA	NA	NA	NA	5.4	NA	NA	0.01	0.07	0.22	0.03	NA
Magnoliopsida	Rosidae	Euphorbiales	EUPHORBIACEAE	Neoboutonia	macrocalyx2	61	8	EUPHORBI	Neobouto	macroca2	NMAC2	Mixed		Africa	Other	16	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Euphorbiales	EUPHORBIACEAE	Richeria	olivieri	67	24	EUPHORBI	Richeria	olivieri	ROLI	Birds		NTAmerica	Berry2	NA	16.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02	NA	NA	NA
Magnoliopsida	Rosidae	Euphorbiales	EUPHORBIACEAE	Sapium	ellipticum	61	8	EUPHORBI	Sapium	elliptic	SELL	Birds		Africa	Drupe1	8.5	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Euphorbiales	EUPHORBIACEAE	Sapium	integerrimum	36	43	EUPHORBI	Sapium	integerr	SINT	Mammals		Africa	Berry1	19	16	0.9	NA	NA	3	NA	NA	15.53	NA	NA	0	0.08	0.84	0.04	0.04
Magnoliopsida	Rosidae	Euphorbiales	EUPHORBIACEAE	Uapaca	kirkiana	61	8	EUPHORBI	Uapaca	kirkiana	UKIR	Birds		Africa	Drupe1	27.5	27.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Euphorbiales	EUPHORBIACEAE	Uapaca	nitida	61	8	EUPHORBI	Uapaca	nitida	UNIT	Birds		Africa	Drupe1	16.5	16.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Euphorbiales	EUPHORBIACEAE	Uapaca	sansibarica	61	8	EUPHORBI	Uapaca	sansibar	USAN	Birds		Africa	Drupe1	17.5	17.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Euphorbiales	EUPHORBIACEAE	Uapaca	paludosa	40	41	EUPHORBI	Uapaca	paludosa	UPAL	Mammals		Africa	Berry2	NA	NA	NA	NA	NA	NA	NA	NA	17.99	NA	77	0.06	0.02	0.92	0	NA
Magnoliopsida	Rosidae	Euphorbiales	EUPHORBIACEAE	Uapaca	guineensis	75	35	EUPHORBI	Uapaca	guineens	UGUI	Mixed		Africa	Berry1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67.1	0.01	0.01	0.49	NA	0.44
Magnoliopsida	Dilleniidae	Violales	FLACOURTIACEAE	Aphloia	theiformis	61	8	FLACOURT	Aphloia	theiform	ATHE	Mixed		Africa	Berry1	10.5	8.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Dilleniidae	Violales	FLACOURTIACEAE	Caloncoba	welwitschii	40	41	FLACOURT	Caloncob	welwitsc	CWEL	Mixed		Africa	Berry2	NA	NA	NA	NA	NA	NA	NA	NA	20.88	NA	73	0.19	0.07	0.73	0.02	NA
Magnoliopsida	Dilleniidae	Violales	FLACOURTIACEAE	Casearia	battiscombei	61	8	FLACOURT	Casearia	battisco	CBAT	Birds		Africa	Aril	18	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Dilleniidae	Violales	FLACOURTIACEAE	Dovyalis	longispina1	10	15	FLACOURT	Dovyalis	longisp1	DLON1	Mixed		Africa	Aril	NA	NA	3.24	0.36	0.05	2	0.03	11	17.58	6.24	87.5	0.01	0.05	0.91	0.03	0.04
Magnoliopsida	Dilleniidae	Violales	FLACOURTIACEAE	Dovyalis	longispina2	36	43	FLACOURT	Dovyalis	longisp2	DLON2	Mixed		Africa	Aril	NA	NA	NA	NA	NA	NA	NA	NA	15.7	NA	NA	0.01	0.05	0.87	0.03	0.04
Magnoliopsida	Dilleniidae	Violales	FLACOURTIACEAE	Hasseltia	floribunda	35	48	FLACOURT	Hasselti	floribun	HFLO	Birds		NTAmerica	Berry1	NA	NA	0.23	0.02	0.05	2	0.02	10.1	17.29	0.4	87.3	NA	0.01	NA	NA	NA
Magnoliopsida	Dilleniidae	Violales	FLACOURTIACEAE	Kiggelaria	africana	61	8	FLACOURT	Kiggelar	africana	KAFR	Birds		Africa	Aril	6.5	6.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Dilleniidae	Violales	FLACOURTIACEAE	Laetia	procera	71	9	FLACOURT	Laetia	procera	LPRO	Birds		NTAmerica	Aril	9	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Dilleniidae	Violales	FLACOURTIACEAE	Scolopia	stolzii	61	8	FLACOURT	Scolopia	stolzii	STOL	Mammals		Africa	Berry1	17.5	17.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Asteridae	Scrophulariales	GESNERIACEAE	Drymonia	rubra	58	7	GESNERIA	Drymonia	rubra	DRUB	Mixed		NTAmerica	Berry2	NA	NA	NA	NA	NA	NA	NA	NA	6.07	NA	97	0	0.06	0.29	NA	NA
Magnoliopsida	Rosidae	Rosales	GROSSULARIACEAE	Ribes	hudsonianum	41	33	GROSSULA	Ribes	hudsonia	RHUD	Birds		NAmerica	Berry2	NA	8	0.31	0.03	NA	35.8	NA	9	16.91	0.47	NA	0.04	0.04	0.87	0.05	0.07
Magnoliopsida	Rosidae	Rosales	GROSSULARIACEAE	Ribes	lacustre	41	33	GROSSULA	Ribes	lacustre	RLAC	Birds		NAmerica	Berry2	NA	8.6	0.39	0.04	NA	16.5	NA	8.9	16.98	0.59	NA	0.04	0.03	0.88	0.05	0.04
Magnoliopsida	Rosidae	Rosales	GROSSULARIACEAE	Ribes	viscosissimum	41	33	GROSSULA	Ribes	viscosis	RVIS	Birds		NAmerica	Berry2	NA	10.2	0.81	0.08	NA	71	NA	10.3	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Rosales	GROSSULARIACEAE	Ribes	alpinum1	64	5	GROSSULA	Ribes	alpinum1	RALP1	Mixed		NEurope	Berry2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	82	0.01	NA	0.28	NA	NA
Magnoliopsida	Rosidae	Rosales	GROSSULARIACEAE	Ribes	alpinum2	0	17	GROSSULA	Ribes	alpinum2	RALP2	Mixed		MEurope	Berry1	6.4	6.3	0.1	0.02	0.01	3.3	0	18.3	16.7	0.31	74.4	0.03	0.04	0.75	0.05	0.14
Magnoliopsida	Rosidae	Rosales	GROSSULARIACEAE	Ribes	sp.1	3	46	GROSSULA	Ribes	sp.1	RSP1	Mixed		NAmerica	Berry2	NA	NA	NA	NA	NA	NA	NA	NA	16.91	NA	88.5	0.02	0.07	0.87	0.04	NA
Magnoliopsida	Dilleniidae	Theales	GUTTIFERAE	Garcinia	kingaensis	36	43	GUTTIFER	Garcinia	livingst	GLIV	Mammals		Africa	Drupe1	29.6	27.3	10.15	NA	NA	1	NA	NA	15.95	NA	NA	0.02	0.05	0.86	0.03	0.04
Magnoliopsida	Dilleniidae	Theales	GUTTIFERAE	Garcinia	livingstonei	61	8	GUTTIFER	Garcinia	kingaens	GKIN	Mixed		Africa	Berry1	30	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Dilleniidae	Theales	GUTTIFERAE	Harungana	madagascariensis	61	8	GUTTIFER	Harungan	madagasc	HMAD	Birds		Africa	Drupe1	3.5	3.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Dilleniidae	Theales	GUTTIFERAE	Mammea	africana	75	35	GUTTIFER	Mammea	africana	MAFR	Mammals		Africa	Berry2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	86.3	0.03	0.04	0.7	NA	0.21
Magnoliopsida	Dilleniidae	Theales	GUTTIFERAE	Pentadesma	butyracea	75	35	GUTTIFER	Pentades	butyrace	PBUT	Mammals		Africa	Berry2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78.8	0.02	0.01	0.62	NA	0.08
Magnoliopsida	Dilleniidae	Theales	GUTTIFERAE	Symphonia	globulifera	60	2	GUTTIFER	Symphoni	globulif	SGLO	Mammals		NTAmerica	Berry2	30	20	NA	NA	NA	NA	NA	NA	9.42	NA	65	NA	0	0.55	NA	NA
Magnoliopsida	Dilleniidae	Theales	GUTTIFERAE	Tovomita	choisyana	71	9	GUTTIFER	Tovomita	choisyan	TCHO	Birds		NTAmerica	Aril	26	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Dilleniidae	Theales	GUTTIFERAE	Vismia	guianensis	60	2	GUTTIFER	Vismia	guianens	VGUI	Mixed		NTAmerica	Berry2	8	10	NA	NA	NA	NA	NA	NA	NA	NA	74.1	NA	0.06	0.23	NA	NA
Liliopsida	Zingiberidae	Zingiberales	HELICONIACEAE	Heliconia	latispatha	35	48	HELICONI	Heliconi	latispat	HLAT	Birds		NTAmerica	Drupe2	NA	NA	0.34	0.07	0.15	2.5	0.06	20.9	20.93	1.46	62.6	NA	0.01	NA	NA	NA
Liliopsida	Zingiberidae	Zingiberales	HELICONIACEAE	Heliconia	mouriri	3	46	HELICONI	Heliconi	mouriri	HMOU	Birds		NTAmerica	Drupe1	NA	NA	NA	NA	NA	NA	NA	NA	24.32	NA	74.3	0.39	0.11	0.4	0.1	NA
Liliopsida	Zingiberidae	Zingiberales	HELICONIACEAE	Heliconia	pendula	71	9	HELICONI	Heliconi	pendula	HPEN	Birds		NTAmerica	Drupe1	22	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Celastrales	ICACINACEAE	Apodytes	dimidiata	36	43	ICACINAC	Apodytes	dimidiat	ADIM	Mixed		Africa	Drupe1	8.2	6.4	0.11	NA	NA	1	NA	NA	21.56	NA	NA	0.36	0.12	0.37	0.08	0.07
Magnoliopsida	Rosidae	Celastrales	ICACINACEAE	Apodytes	dimidiata	10	15	ICACINAC	Apodytes	dimidiat	ADIM	Mixed		Africa	Drupe1	NA	NA	0.3	0.04	0.02	1	0.02	13.9	26.79	1.1	78.3	0.36	0.12	0.44	0.08	0.07
Magnoliopsida	Rosidae	Celastrales	ICACINACEAE	Citronella	smithii	43	4	ICACINAC	Citronel	smithii	CSMI	Mixed		Australasia	Drupe1	18.5	13	1.7	0.24	NA	NA	NA	13.8	NA	NA	76.8	NA	0.08	NA	NA	NA
Magnoliopsida	Rosidae	Celastrales	ICACINACEAE	Gomphandra	australiana	43	4	ICACINAC	Gomphand	australi	GAUS	Mixed		Australasia	Drupe1	22.5	15.3	4.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Magnoliopsida	Rosidae	Celastrales	ICACINACEAE	Mappia	racemosa	25	45	ICACINAC	Mappia	racemosa	MRAC	Mixed		NTAmerica	Drupe1	NA	17	5.9	0.86	0.5	NA	NA	14.5	NA	NA	77	0.01	0.02	NA	NA	NA
Liliopsida	Liliidae	Liliales	IRIDACEAE	Iris	foetidissima	0	17	IRIDACEA	Iris	foetidis	IFOE	Birds		MEurope	Drupe1	7.5	7.1	0.19	0.04	0.06	1	0.06	22.4	17.04	0.73	45	0.07	0.05	0.64	0.08	0.16
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Beilschmiedia	costaricensis	25	45	LAURACEA	Beilschm	costaric	BCOS	Birds		NTAmerica	Drupe1	NA	23	12.42	1.1	1.88	1	NA	8.9	5.27	5.81	76	0.11	0.01	0.03	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Beilschmiedia	sp.bc	25	45	LAURACEA	Beilschm	sp.bc	BBC	Birds		NTAmerica	Drupe1	NA	22	12.89	2.08	1.92	1	NA	16.1	6.53	13.57	69	0.12	0.01	0.1	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Beilschmiedia	sp.bl	25	45	LAURACEA	Beilschm	sp.bl	BBL	Birds		NTAmerica	Drupe1	NA	25	15.19	2.63	2.84	1	NA	17.3	NA	NA	64	NA	NA	NA	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Beilschmiedia	sp.	75	35	LAURACEA	Beilschm	sp.	BESP	Mixed		Africa	Drupe1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	75.2	0.02	0.11	0.15	NA	0.34
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Cinnamomum	elongatum	1	39	LAURACEA	Cinnamom	elongatu	CELO	Birds		NTAmerica	Drupe1	NA	NA	0.6	NA	NA	1	NA	NA	27.71	NA	NA	0.44	0.09	0.47	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Cinnamomum	laubatii	43	4	LAURACEA	Cinnamom	laubatii	CLAU	Birds		Australasia	Drupe1	23.3	13.2	3	0.61	NA	NA	NA	20.4	NA	NA	63.6	0.23	0.07	NA	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Cryptocarya	aff.cinnamifolia	43	4	LAURACEA	Cryptoca	aff.cinn	CCIN	Birds		Australasia	Drupe1	14.5	18.1	2.16	0.1	NA	NA	NA	4.7	NA	NA	61.5	0.14	0.09	NA	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Cryptocarya	hypospodia	43	4	LAURACEA	Cryptoca	hypospod	CHYP	Birds		Australasia	Drupe1	12.2	12.2	1.03	0.14	NA	NA	NA	13.2	NA	NA	39.5	0.14	0.09	NA	NA	NA
Magnoliopsida	Magnoliidae	Laurales	LAURACEAE	Cryptocarya	mackinnoniona	43	4	LAURACEA	Cryptoca	mackinno	CMAC	Birds		Australasia	Drupe1	18	14	1.98	0.15	NA	NA	NA	7.7	NA	NA	64.9	0.31	0.07	NA	NA	NA
